source,hour_start_UTC,lon0,lat0,lon1,lat1,mass_kg
TK1,2023-03-19T16:00:00,81.0,40.0,82.0,41.0,530253.127460726
TK1,2023-03-19T16:00:00,82.0,39.0,83.0,40.0,270340.643849596
TK1,2023-03-19T16:00:00,82.0,40.0,83.0,41.0,332288.6393337307
TK1,2023-03-19T16:00:00,82.0,41.0,83.0,42.0,98420.13963718386
TK1,2023-03-19T16:00:00,83.0,41.0,84.0,42.0,5100.519128168576
TK1,2023-03-19T16:00:00,84.0,41.0,85.0,42.0,41929.89695158687
TK1,2023-03-19T16:00:00,85.0,41.0,86.0,42.0,42916.47062035762
TK1,2023-03-19T16:00:00,86.0,39.0,87.0,40.0,53969.367908240536
TK1,2023-03-19T16:00:00,86.0,40.0,87.0,41.0,84039.36884987014
TK1,2023-03-19T16:00:00,87.0,38.0,88.0,39.0,7866.434668207194
TK1,2023-03-19T16:00:00,87.0,39.0,88.0,40.0,66236.73210112398
TK1,2023-03-19T16:00:00,87.0,40.0,88.0,41.0,272936.5341417729
TK1,2023-03-19T16:00:00,87.0,41.0,88.0,42.0,449675.8851504486
TK1,2023-03-19T16:00:00,88.0,37.0,89.0,38.0,1.67583238449544
TK1,2023-03-19T16:00:00,88.0,38.0,89.0,39.0,1182.5432698583113
TK1,2023-03-19T16:00:00,88.0,39.0,89.0,40.0,162116.89919627097
TK1,2023-03-19T16:00:00,88.0,40.0,89.0,41.0,839889.5691516307
TK1,2023-03-19T16:00:00,88.0,41.0,89.0,42.0,661010.070318763
TK1,2023-03-19T16:00:00,89.0,37.0,90.0,38.0,1.8088950034548348
TK1,2023-03-19T16:00:00,89.0,38.0,90.0,39.0,1817.737650599071
TK1,2023-03-19T16:00:00,89.0,39.0,90.0,40.0,374877.32846818655
TK1,2023-03-19T16:00:00,89.0,40.0,90.0,41.0,618899.4813144456
TK1,2023-03-19T16:00:00,89.0,41.0,90.0,42.0,88384.63374315221
TK2,2023-03-19T16:00:00,90.0,38.0,91.0,39.0,125.15031050552604
TK2,2023-03-19T16:00:00,90.0,39.0,91.0,40.0,220055.29992266672
TK2,2023-03-19T16:00:00,90.0,40.0,91.0,41.0,15543.018682353655
TK2,2023-03-19T16:00:00,90.0,41.0,91.0,42.0,3835.253469559083
TK2,2023-03-19T16:00:00,91.0,38.0,92.0,39.0,290.0451488893024
TK2,2023-03-19T16:00:00,91.0,39.0,92.0,40.0,135656.04767627807
TK2,2023-03-19T16:00:00,91.0,40.0,92.0,41.0,28946.85136034044
TK2,2023-03-19T16:00:00,92.0,39.0,93.0,40.0,25873.622498909277
TK2,2023-03-19T16:00:00,92.0,40.0,93.0,41.0,4581.213968134846
TK1,2023-03-19T17:00:00,80.0,39.0,81.0,40.0,327980.9562692767
TK1,2023-03-19T17:00:00,80.0,40.0,81.0,41.0,156963.94125116576
TK1,2023-03-19T17:00:00,81.0,38.0,82.0,39.0,36820.66096642782
TK1,2023-03-19T17:00:00,81.0,39.0,82.0,40.0,732001.7121389768
TK1,2023-03-19T17:00:00,81.0,40.0,82.0,41.0,301882.855657816
TK1,2023-03-19T17:00:00,82.0,39.0,83.0,40.0,112575.73746170658
TK1,2023-03-19T17:00:00,82.0,40.0,83.0,41.0,172530.83396241732
TK1,2023-03-19T17:00:00,82.0,41.0,83.0,42.0,16219.774684608828
TK1,2023-03-19T17:00:00,86.0,39.0,87.0,40.0,864.9950944736357
TK1,2023-03-19T17:00:00,86.0,40.0,87.0,41.0,13230.476443907342
TK1,2023-03-19T17:00:00,87.0,38.0,88.0,39.0,5909.567628496831
TK1,2023-03-19T17:00:00,87.0,39.0,88.0,40.0,2533.8228123813346
TK1,2023-03-19T17:00:00,87.0,40.0,88.0,41.0,100580.48479540847
TK1,2023-03-19T17:00:00,87.0,41.0,88.0,42.0,188565.03372514996
TK1,2023-03-19T17:00:00,88.0,38.0,89.0,39.0,844.7113121713948
TK1,2023-03-19T17:00:00,88.0,39.0,89.0,40.0,91815.69613822807
TK1,2023-03-19T17:00:00,88.0,40.0,89.0,41.0,610817.7580880977
TK1,2023-03-19T17:00:00,88.0,41.0,89.0,42.0,522191.3926211211
TK1,2023-03-19T17:00:00,89.0,38.0,90.0,39.0,1172.004913015218
TK1,2023-03-19T17:00:00,89.0,39.0,90.0,40.0,178116.60303694877
TK1,2023-03-19T17:00:00,89.0,40.0,90.0,41.0,515350.7625642764
TK1,2023-03-19T17:00:00,89.0,41.0,90.0,42.0,368795.4133020629
TK2,2023-03-19T17:00:00,90.0,38.0,91.0,39.0,3219.5524396728824
TK2,2023-03-19T17:00:00,90.0,39.0,91.0,40.0,400326.9625615898
TK2,2023-03-19T17:00:00,90.0,40.0,91.0,41.0,73499.91591121489
TK2,2023-03-19T17:00:00,90.0,41.0,91.0,42.0,6076.602811191702
TK2,2023-03-19T17:00:00,91.0,38.0,92.0,39.0,634.4776460692826
TK2,2023-03-19T17:00:00,91.0,39.0,92.0,40.0,283810.796836544
TK2,2023-03-19T17:00:00,91.0,40.0,92.0,41.0,53125.6102589144
TK2,2023-03-19T17:00:00,92.0,39.0,93.0,40.0,301128.9396748731
